[Info]
Lang=1
1=Japanese
ExtComment=0

[TagDefinitions]
,X00710,"放熱用(PP-ITa-1)故障"
,X00711,"放熱用(PP-ITa-2)状態"
,X00712,"放熱用(PP-ITa-2)故障"
,X00713,"追掛用冷水P(P-BTa-1)状態"
,X00714,"追掛用冷水P(P-BTa-1)故障"
,X00715,"追掛用冷水P(P-BTa-2)状態"
,X00716,"追掛用冷水P(P-BTa-2)故障"
,X00801,"放熱用冷水P(P-ITa-1)状態"
,X00802,"放熱用冷水P(P-ITa-1)故障"
,X00803,"放熱用冷水P(P-ITa-2)状態"
,X00804,"放熱用冷水P(P-ITa-2)故障"
,X00805,"R-BTa冷凍機製氷モ-ド"
,X00901,"XCV-301　開"
,X00902,"XCV-301　閉"
,X00903,"XCV-302　開"
,X00904,"XCV-302　閉"
,X00905,"XCV-303　開"
,X00906,"XCV-303　閉"
,X00907,"TCV-301　開"
,X00908,"TCV-301　閉"
,X00909,"TCV-302　開"
,X00910,"TCV-302　閉"
,X00911,"XCV-304　開"
,X00912,"XCV-304　閉"
,X00913,"TCV-303　開"
,X00914,"TCV-303　閉"
,X00915,"TCV-304　開"
,X00916,"TCV-304　閉"
,X10701,"ＲＢＴｂ圧縮機Ｎｏ１運転"
,X10702,"RBTb:AL"
,X10703,"(SP-BTb-1)状態"
,X10704,"(SP-BTb-1)故障"
,X10705,"(SP-BTb-2)状態"
,X10706,"(SP-BTb-2)故障"
,X10707,"(SP-BTb-3)状態"
,X10708,"(SP-BTb-3)故障"
,X10709,"放熱用(PP-ITb-1)状態"
,X10710,"放熱用(PP-ITb-1)故障"
,X10711,"放熱用(PP-ITb-2)状態"
,X10712,"放熱用(PP-ITb-2)故障"
,X10713,"追掛用(P-BTb-1)状態"
,X10714,"追掛用(P-BTb-1)故障"
,X10715,"追掛用(P-BTb-2)状態"
,X10716,"追掛用(P-BTb-2)故障"
,X10801,"放熱用(P-ITb-1)状態"
,X10802,"放熱用(P-ITb-1)故障"
,X10803,"放熱用(P-ITb-2)状態"
,X10804,"放熱用(P-ITb-2)故障"
,X10805,"R-BTb冷凍機製氷モ-ド"
,X10811,"ＲＢＴａ圧縮機Ｎｏ２運転"
,X10813,"ＲＢＴｂ圧縮機Ｎｏ２運転"
,X10901,"XCV-401　開"
,X10902,"XCV-401　閉"
,X10903,"XCV-402　開"
,X10904,"XCV-402　閉"
,X10905,"XCV-403　開"
,X10906,"XCV-403　閉"
,X10907,"TCV-401　開"
,X10908,"TCV-401　閉"
,X10909,"TCV-402　開"
,X10910,"TCV-402　閉"
,X10911,"XCV-404　開"
,X10912,"XCV-404　閉"
,X10913,"TCV-403　開"
,X10914,"TCV-403　閉"
,X10915,"TCV-404　開"
,X10916,"TCV-404　閉"
,Y00301,"I02017膨張TANK満水"
,Y00302,"I02018膨張TANK減水"
,Y00303,"I02019蓄熱完了"
,Y00304,"I02020放熱完了"
,Y00305,"I02021システム異常"
,Y00535,"ﾘﾝｸﾞUPﾘｾｯﾄ:ch1"
,Y00536,"ｶｳﾝﾀﾘｾｯﾄ:ch1"
,Y00539,"ﾘﾝｸﾞUPﾘｾｯﾄ:ch2"
,Y00540,"ｶｳﾝﾀﾘｾｯﾄ:ch2"
,Y00543,"ﾘﾝｸﾞUPﾘｾｯﾄ:ch3"
,Y00544,"ｶｳﾝﾀﾘｾｯﾄ:ch3"
,Y00547,"ﾘﾝｸﾞUPﾘｾｯﾄ:ch4"
,Y00548,"ｶｳﾝﾀﾘｾｯﾄ:ch4"
,Y00549,"ch1: ｲﾈｰﾌﾞﾙ"
,Y00553,"ch2: ｲﾈｰﾌﾞﾙ"
,Y00557,"ch3: ｲﾈｰﾌﾞﾙ"
,Y00561,"ch4: ｲﾈｰﾌﾞﾙ"
,Y00635,"ﾘﾝｸﾞUPﾘｾｯﾄ:ch1"
,Y00636,"ｶｳﾝﾀﾘｾｯﾄ:ch1"
,Y00639,"ﾘﾝｸﾞUPﾘｾｯﾄ:ch1"
,Y00640,"ｶｳﾝﾀﾘｾｯﾄ:ch1"
,Y00649,"ch1: ｲﾈｰﾌﾞﾙ"
,Y00653,"ch2: ｲﾈｰﾌﾞﾙ"
,Y01001,"I02079 RBTa ON"
,Y01002,"I02080 RBTa OFF"
,Y01003,"I02081 RBTa 冷房ﾓｰﾄﾞ"
,Y01004,"I02082 RBTa 製氷ﾓｰﾄﾞ"
,Y01005,"I02083 RBTa 蓄熱ON"
,Y01006,"I02084 SPBTa 追掛ON"
,Y01007,"I02084 PPITa 放熱ON"
,Y01008,"I02086 PBTa 追掛ON"
,Y01101,"I02093 XCV301 ON"
,Y01102,"I02094 XCV302 ON"
,Y01103,"I02095 XCV303 ON"
,Y01104,"I02096 XCV304 ON"
,Y01105,"R-BTa冷凍機運転状態"
,Y01106,"I02098 TCV302 ｲﾝﾀｰﾛｯｸ"
,Y01107,"I02099 TCV303 ｲﾝﾀｰﾛｯｸ"
,Y01108,"R-BTa蓄熱運転状態"
,Y01109,"R-BTa冷凍機運転状態"
,Y01110,"R-BTa放熱運転状態"
,Y01111,"HEX-BTa凍結温度警報"
,Y01112,"HEX-ITa凍結温度警報"
,Y11001,"I02179 RBTb ON"
,Y11002,"I02180 RBTb OFF"
,Y11003,"I02181 RBTb 冷房ﾓｰﾄﾞ"
,Y11004,"I02182 RBTb 製氷ﾓｰﾄﾞ"
,Y11005,"I02183 SPBTb 蓄熱ON"
,Y11006,"I02184 SPBTb 追掛ON"
,Y11007,"I02185 PPITb 放熱ON"
,Y11008,"I02186 PBTb 追掛ON"
,Y11101,"I02193 XCV401 ON"
,Y11102,"I02194 XCV402 ON"
,Y11103,"I02195 XCV403 ON"
,Y11104,"I02196 XCV404 ON"
,Y11105,"I02197 TCV401 ｲﾝﾀｰﾛｯｸ"
,Y11106,"I02198 TCV402 ｲﾝﾀｰﾛｯｸ"
,Y11107,"I02200 TCV403 ｲﾝﾀｰﾛｯｸ"
,Y11108,"R-BTb蓄熱運転状態"
,Y11109,"R-BTb放熱運転状態"
,Y11110,"R-BTb追掛運転状態"
,Y11111,"HEX-BTb凍結温度警報"
,Y11112,"HEX-ITb凍結温度警報"
,Z00001,"スキャンタイム(運転ﾓｰﾄﾞ)"
,Z00002,"最小スキャンタイム(運転ﾓｰﾄﾞ)"
,Z00003,"最大スキャンタイム(運転ﾓｰﾄﾞ)"
,Z00004,"スキャンタイム(ﾃﾞﾊﾞｯｸﾞﾓｰﾄﾞ)"
,Z00005,"最小スキャンタイム(ﾃﾞﾊﾞｯｸﾞﾓｰﾄﾞ)"
,Z00006,"最大スキャンタイム(ﾃﾞﾊﾞｯｸﾞﾓｰﾄﾞ)"
,Z00007,"周辺処理スキャンタイム"
,Z00008,"周辺処理最小スキャンタイム"
,Z00009,"周辺処理最大スキャンタイム"
,Z00017,"自己診断エラー番号"
,Z00018,"自己診断エラーブロック番号"
,Z00019,"自己診断エラー命令番号"
,Z00022,"命令処理エラー番号"
,Z00023,"命令処理エラーブロック番号"
,Z00024,"命令処理エラー命令番号"
,Z00027,"入出力照合エラー番号"
,Z00028,"入出力照合エラーブロック番号"
,Z00029,"入出力照合エラー命令番号"
,Z00033,"入出力異常メインユニット"
,Z00034,"入出力異常サブユニット１"
,Z00035,"入出力異常サブユニット２"
,Z00036,"入出力異常サブユニット３"
,Z00037,"入出力異常サブユニット４"
,Z00038,"入出力異常サブユニット５"
,Z00039,"入出力異常サブユニット６"
,Z00040,"入出力異常サブユニット７"
,Z00041,"モジュール認識メインユニット"
,Z00042,"モジュール認識サブユニット１"
,Z00043,"モジュール認識サブユニット２"
,Z00044,"モジュール認識サブユニット３"
,Z00045,"モジュール認識サブユニット４"
,Z00046,"モジュール認識サブユニット５"
,Z00047,"モジュール認識サブユニット６"
,Z00048,"モジュール認識サブユニット７"
,Z00049,"西暦(年)の下位2桁"
,Z00050,"月"
,Z00051,"日"
,Z00052,"時"
,Z00053,"分"
,Z00054,"秒"
,Z00055,"曜日"
,Z00056,"コンスタントスキャンタイム"
,Z00057,"コンスタントスキャンタイム"
,Z00058,"スキャンタイム監視時間"
,Z00065,"ＦＡリンク１自局ステータス"
,Z00066,"ＦＡリンク１伝送時間１ｍｓ単位"
,Z00070,"ＦＡリンク２自局ステータス"
,Z00071,"ＦＡリンク２伝送時間１ｍｓ単位"
,Z00089,"伝送路異常メインユニット"
,Z00090,"伝送路異常サブユニット１"
,Z00091,"伝送路異常サブユニット２"
,Z00092,"伝送路異常サブユニット３"
,Z00093,"伝送路異常サブユニット４"
,Z00094,"伝送路異常サブユニット５"
,Z00095,"伝送路異常サブユニット６"
,Z00096,"伝送路異常サブユニット７"
,Z00105,"ユーザログ格納数"
,Z00257,"ＦＡリンク３自局ステータス"
,Z00258,"ＦＡリンク３伝送時間１ｍｓ単位"
,Z00262,"ＦＡリンク４自局ステータス"
,Z00263,"ＦＡリンク４伝送時間１ｍｓ単位"
,Z00267,"ＦＡリンク５自局ステータス"
,Z00268,"ＦＡリンク５伝送時間１ｍｓ単位"
,Z00272,"ＦＡリンク６自局ステータス"
,Z00273,"ＦＡリンク６伝送時間１ｍｓ単位"
,Z00277,"ＦＡリンク７自局ステータス"
,Z00278,"ＦＡリンク７伝送時間１ｍｓ単位"
,Z00282,"ＦＡリンク８自局ステータス"
,Z00283,"ＦＡリンク８伝送時間１ｍｓ単位"
